Date,Gold U$/Troy Ounce,Silver cts/Troy OZ,Palladium U$/Troy Ounce,Platinum U$/Troy Ounce
11/17/1998,294.55,497,277.5,347.5
11/18/1998,297.15,500,288,353
11/19/1998,296.25,498,296,358.5
11/20/1998,296.25,496,300,357.75
11/23/1998,295.75,490.5,285,352.5
11/24/1998,296.15,491.5,275.5,351
11/25/1998,296.45,490.5,275,353.5
11/26/1998,296.55,490.5,275,350
11/27/1998,296.05,490.5,273.5,351
11/30/1998,292.35,484,274,354
12/1/1998,293.15,490,272,349.5
12/2/1998,293.85,476,271,346.5
12/3/1998,292.55,475,271.5,346
12/4/1998,292.15,480,272,347
12/7/1998,295.45,482.5,271.5,347
12/8/1998,294.65,483,271,346
12/9/1998,294.15,479,286,351
12/10/1998,294.65,483.5,300,353
12/11/1998,290.55,474,292,350
12/14/1998,291.65,483,291,369
12/15/1998,292.75,490,297,353
12/16/1998,294.25,502.5,322,355.5
12/17/1998,291.95,493.5,330,355
12/18/1998,290.45,495,310,369
12/21/1998,288.95,493.5,306,347
12/22/1998,287.35,492.5,310,345
12/23/1998,285.65,486.5,306.75,345
12/24/1998,287,486.5,306,347
12/25/1998,287,486.5,306,347
12/28/1998,287,492.5,306,347
12/29/1998,287.35,502.5,327,354
12/30/1998,287.75,503.5,330,360.25
12/31/1998,287.75,505,329,361.5
1/1/1999,287.75,505,329,361.5
1/4/1999,286.75,491.5,337,362.75
1/5/1999,287.05,504,332,360.5
1/6/1999,287.55,514,324.75,360
1/7/1999,290.05,524,315,357.75
1/8/1999,291.25,519.5,316,358
1/11/1999,293.05,531,316,359.5
1/12/1999,288.45,528,316,358.5
1/13/1999,285.45,517.5,311,353
1/14/1999,285.65,514,312,353.5
1/15/1999,286.25,512,312,350
1/18/1999,286.95,512,317,354
1/19/1999,285.95,512.5,322.5,353
1/20/1999,285.85,516,321.5,353.5
1/21/1999,288.45,519,320.5,353.5
1/22/1999,286.95,513.5,320,351.25
1/25/1999,288.15,519.5,324,352
1/26/1999,285.85,515.5,330,369
1/27/1999,283.55,514,330,349.5
1/28/1999,284.35,515.5,329,342
1/29/1999,286.25,527.5,335,344.5
2/1/1999,287.65,530,342.5,346.5
2/2/1999,289.45,539,338.5,349
2/3/1999,286.85,559,346,354.5
2/4/1999,288.95,565,357,352.5
2/5/1999,289.95,566.5,352,355
2/8/1999,289.75,562.5,345,353
2/9/1999,286.95,555,347,355
2/10/1999,287.25,551,359,360
2/11/1999,287.95,558.5,357,359.5
2/12/1999,289.95,570.5,356.75,368.5
2/15/1999,289.5,570.5,357,369
2/16/1999,285.25,549,353,362.5
2/17/1999,285.15,546,347,364
2/18/1999,285.55,552,351,370
2/19/1999,287.05,559,351,369
2/22/1999,287.35,557,350,374.5
2/23/1999,287.15,556,346,381
2/24/1999,287.95,553,350,383
2/25/1999,287.85,554.5,354.5,377
2/26/1999,286.95,553,351,378
3/1/1999,285.85,553,351,379.5
3/2/1999,288.15,549,350,376
3/3/1999,287.05,529,350,372
3/4/1999,287.95,530,345,372
3/5/1999,288.45,521.5,346.5,374.25
3/8/1999,289.55,531,347,376.5
3/9/1999,292.45,529,346,375
3/10/1999,292.75,532,345.5,369
3/11/1999,294.05,534,349,369
3/12/1999,291.75,530.5,349,365.5
3/15/1999,289.85,518,349.5,364.25
3/16/1999,282.75,501.5,349.5,364.25
3/17/1999,284.25,505,348,367.75
3/18/1999,283.25,503,349,367.5
3/19/1999,283.55,509,352,370.5
3/22/1999,284.45,510.5,353,373.75
3/23/1999,283.75,507,353.5,373.75
3/24/1999,284.15,511,353.5,369
3/25/1999,282.35,512,363,370
3/26/1999,279.75,510.5,366,368.5
3/29/1999,281.15,519,366,368.5
3/30/1999,279.85,505.5,362,361
3/31/1999,279.85,505.5,362,361
4/1/1999,280.45,505.5,349,359
4/2/1999,280.45,505.5,349,359
4/5/1999,280.45,496.5,349,359
4/6/1999,279.05,498,359,354.25
4/7/1999,280.05,497,364.5,355.5
4/8/1999,279.95,494,363,357.25
4/9/1999,282.1,493.5,363,356.7
4/12/1999,283.55,499,365,360.5
4/13/1999,283.85,493.5,366.25,359.5
4/14/1999,283.05,491.5,367.05,357.5
4/15/1999,282.35,499.9,368,360
4/16/1999,283.95,508,371,362
4/19/1999,283.75,516,379,365
4/20/1999,284.85,517,384,364
4/21/1999,283.95,516.5,379,359.5
4/22/1999,283.25,516.5,370.5,357
4/23/1999,283.45,516.5,363,356.5
4/26/1999,280.95,512.5,352.5,354
4/27/1999,281.95,518.5,356,352
4/28/1999,283.25,530,338.5,353
4/29/1999,283.55,536,332,346
4/30/1999,286.55,537.5,332,350
5/3/1999,286.55,545.9,332,350
5/4/1999,285.25,535.5,285,347
5/5/1999,287.05,539,286,350.5
5/6/1999,288.75,544,312,353.5
5/7/1999,282.05,543,326,354.5
5/10/1999,278.85,544,331,354
5/11/1999,278.75,539.5,328,354
5/12/1999,277.05,538,335,356
5/13/1999,277.85,546.5,337,355.5
5/14/1999,276.25,540.5,344,356.25
5/17/1999,276.15,541.5,339,355
5/18/1999,274.55,530.5,342,355
5/19/1999,272.65,531.5,335,354.5
5/20/1999,274.35,532.5,328,356
5/21/1999,272.95,525.5,329.5,359.5
5/24/1999,272.05,509.5,330,356
5/25/1999,271.05,509,330,358
5/26/1999,269.45,510,340,359.5
5/27/1999,269.15,499,339,363.5
5/28/1999,269.95,492,338,364
5/31/1999,269.95,492,338,364
6/1/1999,267.35,503,340.8,362.5
6/2/1999,266.5,501,342.5,369
6/3/1999,265.95,499,342,364
6/4/1999,265.05,491,343.5,367
6/7/1999,265.15,499,344,365
6/8/1999,262.4,497.5,346,362.75
6/9/1999,259.15,497,350,366.5
6/10/1999,259.8,515,348,367.5
6/11/1999,259.95,513,343,366
6/14/1999,261.25,516,334,362.75
6/15/1999,259.75,509,340.5,360
6/16/1999,258.7,504.5,337.5,354
6/17/1999,258.65,510.5,337,350.5
6/18/1999,259.55,501.5,338,351
6/21/1999,259.15,501.5,337.25,350
6/22/1999,258.75,508,331,344.5
6/23/1999,259.95,509,328,347.5
6/24/1999,260.9,514,329,348
6/25/1999,260.6,511,329,348
6/28/1999,260.95,518,324,345.75
6/29/1999,261.8,523.5,322,348
6/30/1999,261.15,528,321,349
7/1/1999,262.9,532,320,351
7/2/1999,263.3,538.5,318,347.5
7/5/1999,262.1,538.5,315,346.5
7/6/1999,256.85,525,315,345
7/7/1999,258.2,526.5,317.5,346.5
7/8/1999,257.5,533.5,329,352.5
7/9/1999,256.45,525,331,353
7/12/1999,255.5,527.5,333,352
7/13/1999,255.15,515.5,335,348
7/14/1999,254.2,511,338,347
7/15/1999,253.55,509.5,337,347.5
7/16/1999,254.85,512,337,349.5
7/19/1999,253.45,509.5,336,348
7/20/1999,252.85,510,337,352
7/21/1999,254.95,517,337,352
7/22/1999,255.25,517,341,352
7/23/1999,255.1,519,343,353
7/26/1999,253.65,519,341,352
7/27/1999,254.65,520.5,342,352
7/28/1999,254.4,525.5,339,343.5
7/29/1999,254.95,540,341,345
7/30/1999,255.8,545.5,337,343.75
8/2/1999,254.05,539.5,331.75,344
8/3/1999,256.35,548,335,350.5
8/4/1999,255.35,548.5,341,353.75
8/5/1999,255.4,547,340,354.25
8/6/1999,256.25,543.5,338,349
8/9/1999,256.95,537.5,345.5,352.5
8/10/1999,256.85,533,341,349.75
8/11/1999,258.3,539,341.5,350.5
8/12/1999,260.4,539,341,352.5
8/13/1999,260.95,535,339,350
8/16/1999,259.2,526,337,344.5
8/17/1999,261.05,527.5,337.5,347
8/18/1999,261.5,528.5,340,353
8/19/1999,258.5,520.5,342,352
8/20/1999,258.3,523,345,357.5
8/23/1999,255.4,520,344,351
8/24/1999,253.75,518.5,342.5,348
8/25/1999,252.9,511,340,347
8/26/1999,253.25,513.5,340,348.5
8/27/1999,253.95,512.5,338,348.5
8/30/1999,253.95,511,338,348.5
8/31/1999,255.15,524,341,349
9/1/1999,254,518,340,347.5
9/2/1999,254.55,520.5,345,349.5
9/3/1999,254.25,516,349,351
9/6/1999,255.7,516,354,351.5
9/7/1999,255.75,521.5,355,355
9/8/1999,255.85,519,351.25,353
9/9/1999,257.1,526.5,355,357
9/10/1999,256.65,520.5,359,361
9/13/1999,256.35,517,366,366
9/14/1999,256.1,516,367,373.5
9/15/1999,257.35,516,363,372
9/16/1999,256.35,514.5,368,377
9/17/1999,255,513,364,374
9/20/1999,255.4,513.5,362,375.5
9/21/1999,259.8,523,363,380
9/22/1999,264.2,531.5,368,382.5
9/23/1999,264.4,528.5,363,376
9/24/1999,269.2,530,359.5,374
9/27/1999,280.63,535.5,365,383.5
9/28/1999,302.13,576.5,377,399
9/29/1999,303,567,385,409
9/30/1999,301,561,377,393
10/1/1999,307,562,383,410
10/4/1999,314.5,561.5,390,412
10/5/1999,330,558,388,412
10/6/1999,323.5,558,380,405
10/7/1999,323.8,562,390,425
10/8/1999,324.5,562.5,392,421
10/11/1999,319.8,556,394,422
10/12/1999,319.85,559.5,393,432
10/13/1999,321.7,562,385.5,430
10/14/1999,320.45,548,377,437
10/15/1999,316.3,535,377,419
10/18/1999,311,525.5,376,413
10/19/1999,309.4,523,377,409
10/20/1999,308.1,525.5,385,428
10/21/1999,302.3,518.5,386,428
10/22/1999,301.2,526,390,432
10/25/1999,299.6,527.5,393,430
10/26/1999,291.7,523,393,425
10/27/1999,292.8,522.5,389,414
10/28/1999,296.7,526,392,422
10/29/1999,300.5,533,395,418
11/1/1999,289.6,522,394,414
11/2/1999,290.5,522.5,392,413
11/3/1999,292.1,525,393,415
11/4/1999,291.63,524.5,394.5,423
11/5/1999,290.38,515.5,395,422
11/8/1999,288.38,506.5,396,416
11/9/1999,291.38,512.5,401,429
11/10/1999,297.25,518,408,434
11/11/1999,294.75,513,415,457
11/12/1999,293.25,513,415,444
11/15/1999,290.75,511.5,415,452
11/16/1999,293.75,518,411,453.5
11/17/1999,294.25,516,406,448
11/18/1999,294.25,518.5,399,442
11/19/1999,295,519,394,424
11/22/1999,295.4,519,400,430
11/23/1999,297.8,530.5,404,435
11/24/1999,298.4,528.5,399.5,434
11/25/1999,298.25,528.5,401,445
11/26/1999,297.38,528.5,397,442
11/29/1999,293.4,524.5,396,439
11/30/1999,291.7,526,394,437
12/1/1999,288.8,518.5,397,435
12/2/1999,284.8,513,401,433
12/3/1999,283.13,513,402,437
12/6/1999,276.1,513,405,434.5
12/7/1999,279.6,517,407.5,436.5
12/8/1999,284.25,517.5,409,438
12/9/1999,279.25,514,407,438
12/10/1999,279.25,516.5,413,442
12/13/1999,279.25,515.5,417,444
12/14/1999,279.25,523,428,448
12/15/1999,282.75,521,427,437
12/16/1999,281.5,524,434,440
12/17/1999,283.5,523,443,441
12/20/1999,284.15,523,440,431
12/21/1999,282.85,519.5,438,436
12/22/1999,286,525.9,437,440
12/23/1999,287.55,524,444,440
12/24/1999,287.75,524,444,438
12/27/1999,287.75,525,444,438
12/28/1999,287.75,524,444,438
12/29/1999,290.75,534,454,445
12/30/1999,291,539.5,454,445
12/31/1999,291,539.5,454,445
1/3/2000,291,539.5,454,445
1/4/2000,281.25,530,443,433
1/5/2000,280.5,518.5,433,420
1/6/2000,279.4,517,433,414
1/7/2000,282.3,518.5,438,418
1/10/2000,281.7,520,449,418
1/11/2000,281.7,520,450,420
1/12/2000,281.55,519,448,421
1/13/2000,282.57,514.5,440,423
1/14/2000,283.5,517,439,429
1/17/2000,285.4,517,438,433
1/18/2000,286.25,513.5,436,434
1/19/2000,286.9,517,441,444
1/20/2000,288.75,524.5,445,444
1/21/2000,288.6,527,454,442
1/24/2000,286.9,527.5,465,455
1/25/2000,288,533.5,478,461
1/26/2000,285.4,526.5,475,456
1/27/2000,286.25,539,476,462
1/28/2000,285.95,533.5,486,494
1/31/2000,283.05,529.5,484,495
2/1/2000,282.95,525.5,486,488
2/2/2000,285.25,526,497,497
2/3/2000,285.15,526,511,502
2/4/2000,295.25,534,514,512
2/7/2000,314,552.5,540,522
2/8/2000,296.25,532.5,567,515
2/9/2000,310.75,545.5,580,548
2/10/2000,313.5,547,571,540
2/11/2000,309.5,537,588,541
2/14/2000,306.5,530.5,607,539
2/15/2000,303.38,530,650,549
2/16/2000,302.63,532,695,555
2/17/2000,302.63,529.5,735,573
2/18/2000,303.38,531,670,512
2/21/2000,305.38,531,785,523
2/22/2000,303.13,528.5,774,522.5
2/23/2000,301.63,530,755,524.5
2/24/2000,300.38,524.5,700,520
2/25/2000,293.75,512.5,670,465
2/28/2000,292.5,507,720,476
2/29/2000,293.75,511.5,722,490
3/1/2000,293.5,512.5,696,474
3/2/2000,289.25,505.5,670,463
3/3/2000,288.25,507.5,655,465
3/6/2000,288.25,510,652,473
3/7/2000,292.25,513,650,470
3/8/2000,291.55,511.5,700,474
3/9/2000,289.55,512,700,473
3/10/2000,290.05,511.5,705,477
3/13/2000,291.25,512.5,693,478
3/14/2000,289.35,513,693,483
3/15/2000,289.25,516.5,710,483
3/16/2000,287.25,512,710,485
3/17/2000,284.25,512,712,485
3/20/2000,285.05,509,703,487
3/21/2000,290.25,516.5,680,495
3/22/2000,288.25,516,663,496
3/23/2000,284.5,510.5,645,485
3/24/2000,284.75,512.5,615,479.5
3/27/2000,282.45,511.5,615,480
3/28/2000,280.75,511.5,620,477
3/29/2000,279.75,498.5,615,480
3/30/2000,275.9,495,605,480
3/31/2000,277.45,503,573,482
4/3/2000,278.5,506,585,508
4/4/2000,277.4,517,585,511
4/5/2000,281.75,515,590,521
4/6/2000,279.75,513,582,514
4/7/2000,280.25,512,572,495
4/10/2000,282.2,518,554,488
4/11/2000,282.75,517,555,493
4/12/2000,282.6,515,560,495
4/13/2000,280.75,518,560,500
4/14/2000,282.75,518.5,570,510
4/17/2000,281.95,518,575,505
4/18/2000,280.8,517.5,583,501
4/19/2000,280.75,517,575,492
4/20/2000,279.75,505.5,565,487
4/21/2000,279.75,505.5,565,487
4/24/2000,279.75,500,565,487
4/25/2000,279.75,498.5,572,476
4/26/2000,276.25,496.5,572,470
4/27/2000,276.25,496,577,486
4/28/2000,275.25,498.5,600,525
5/1/2000,275.25,507,600,525
5/2/2000,274.75,506,600,527
5/3/2000,277.05,505.5,575,502
5/4/2000,280.75,515,575,510
5/5/2000,279.25,504,575,509
5/8/2000,277.75,506,575,504
5/9/2000,277.35,508.5,575,509
5/10/2000,277.95,508.5,575,502.5
5/11/2000,276.95,505,574,512
5/12/2000,276.75,507,570,514
5/15/2000,275.5,504,567,508
5/16/2000,276.25,514.5,568,505
5/17/2000,272.65,505,570,512
5/18/2000,273.35,504,570,520
5/19/2000,273.75,501,573,538
5/22/2000,275.55,506.5,560,547
5/23/2000,274.35,503.5,568,544
5/24/2000,273.75,501,566,563
5/25/2000,273.25,499.5,563,555
5/26/2000,272.5,497.5,564,545
5/29/2000,272.5,497.5,564,545
5/30/2000,273.25,495,566,548
5/31/2000,272.65,497.5,568,551
6/1/2000,273.05,495.5,572,553
6/2/2000,280.25,506,590,556
6/5/2000,283.75,508.5,590,566.5
6/6/2000,283.75,514.5,590,566.5
6/7/2000,284.95,511,630,554
6/8/2000,284.85,510.5,640,547
6/9/2000,284.45,508,647,552
6/12/2000,286.1,504.5,642,546
6/13/2000,290.15,508.5,663,551
6/14/2000,290.05,511,656,540
6/15/2000,288.75,510,669,542
6/16/2000,290.25,509,682,542
6/19/2000,286.25,505,687,555
6/20/2000,286.6,504.5,687,570
6/21/2000,286.5,498,683,563
6/22/2000,289.2,500.5,660,572
6/23/2000,285.3,498.5,658,560
6/26/2000,284.2,500.5,661,579
6/27/2000,283.7,497,656,564
6/28/2000,290.2,502,650,575
6/29/2000,288.75,506,660,572
6/30/2000,289,505.5,638,588
7/3/2000,287.85,505.5,625,553
7/4/2000,286.75,505.5,626,548
7/5/2000,286.75,500,616,532
7/6/2000,284.3,503,623,536
7/7/2000,282.7,501,656,543
7/10/2000,284.2,503,668,550
7/11/2000,283.7,500,674,550
7/12/2000,280.5,501,665,551
7/13/2000,280.4,503,663,556
7/14/2000,280.35,504,683,560
7/17/2000,282.45,506,705,574
7/18/2000,282.8,507,712,576
7/19/2000,279.2,502.5,705,571
7/20/2000,281,503,723,575
7/21/2000,279.75,498.5,775,578
7/24/2000,279.45,497.5,770,575
7/25/2000,279.75,503.5,766,566
7/26/2000,280.05,499,765,566
7/27/2000,278.7,500,762,560
7/28/2000,278.25,501,770,564
7/31/2000,277.25,501.5,822,582
8/1/2000,277.75,502,842,592
8/2/2000,277.75,501.5,852,608
8/3/2000,275.3,499,810,582
8/4/2000,274.5,499,808,572
8/7/2000,273.7,497.5,794,564
8/8/2000,273.15,493,770,575
8/9/2000,272.25,493,790,578
8/10/2000,272.95,493,790,578
8/11/2000,273.25,494,790,568
8/14/2000,275.15,492.5,738,566
8/15/2000,274.65,490,762,574
8/16/2000,276.15,491,755,572
8/17/2000,277.45,490,748,568
8/18/2000,275.8,486,748,568
8/21/2000,274.95,487,738,570
8/22/2000,273.75,485.5,740,573
8/23/2000,272.9,484,738,574
8/24/2000,272.75,484,724,573
8/25/2000,273.75,492.5,720,577
8/28/2000,273.75,493,720,577
8/29/2000,273.3,495.9,720,590
8/30/2000,273.2,492.5,715,598
8/31/2000,277,498,716,588
9/1/2000,277,501,725,592
9/4/2000,276.85,501,718,612
9/5/2000,275.2,500,720,598
9/6/2000,274.1,500.5,734,608
9/7/2000,273.35,495,758,607
9/8/2000,272.75,494,765,609.5
9/11/2000,273.2,492.5,754,610
9/12/2000,274.4,494.5,755,610
9/13/2000,273.3,492,745,595
9/14/2000,272.7,491.5,719,582
9/15/2000,272.4,489.5,722,586
9/18/2000,273.05,491.5,722,594
9/19/2000,271.6,491.5,720,595
9/20/2000,270.8,491.5,720,593.5
9/21/2000,270.8,489,723,588
9/22/2000,273.2,495.5,732,585
9/25/2000,273.25,493.5,714,580
9/26/2000,274.75,497,715,576
9/27/2000,276.9,500,715,565
9/28/2000,276.75,497.5,711,575
9/29/2000,273.35,492.5,712,569
10/2/2000,273.25,493.5,714,573
10/3/2000,272.05,493.5,719,570
10/4/2000,271.2,492,727,570
10/5/2000,271.15,492.5,734,576
10/6/2000,270.35,494,742,580
10/9/2000,270.2,493,732,582
10/10/2000,272.4,496,735,582
10/11/2000,272.85,492,737,585
10/12/2000,272.85,493.5,736,585
10/13/2000,272.45,493.5,735,588.25
10/16/2000,271.8,490.5,733,581
10/17/2000,270.65,487,735,573
10/18/2000,270.75,488.5,738,578
10/19/2000,270.8,487.5,745,584
10/20/2000,270.45,487,750,588
10/23/2000,270.35,483.5,750,586
10/24/2000,270.35,485,751,576
10/25/2000,267.15,482.5,750,578
10/26/2000,266.5,480,752,579
10/27/2000,265.05,478.5,752,576
10/30/2000,264.7,477.5,752,579.5
10/31/2000,264.45,478,758,584
11/1/2000,265.45,477,773,586
11/2/2000,265.25,481.5,786,596
11/3/2000,265.15,477,790,598.5
11/6/2000,265.25,478,772,590
11/7/2000,264.85,475,778,595
11/8/2000,264.15,478,778,598
11/9/2000,265.05,476.5,783,599
11/10/2000,264.45,474,779,598
11/13/2000,265.3,471,775,592
11/14/2000,264.45,468.5,779,591
11/15/2000,264.95,469,782,592
11/16/2000,265.85,469,776,586
11/17/2000,265.75,469,781,593
11/20/2000,266.35,468.5,783,596
11/21/2000,266.05,467.5,784,591
11/22/2000,266.35,464.5,785,586
11/23/2000,265.9,464.5,782,588
11/24/2000,265.8,464.5,783,586
11/27/2000,269.3,469,792,589
11/28/2000,269.15,471.5,799,599.5
11/29/2000,268.75,466,800,598.5
11/30/2000,268.55,468,811,605
12/1/2000,269.85,471,828,607
12/4/2000,271.25,476,868,616
12/5/2000,271.15,473,870,613
12/6/2000,272,475,850,599
12/7/2000,274.65,476,860,605
12/8/2000,273.15,471,902,603
12/11/2000,270.7,467,915,612
12/12/2000,271,470.5,932,620
12/13/2000,269.5,467,925,622
12/14/2000,269.55,465,915,612
12/15/2000,270.2,459.5,937,609
12/18/2000,270.3,463,935,604
12/19/2000,269.85,461.5,917,602
12/20/2000,273.15,463,935,606
12/21/2000,273.1,460,950,611.5
12/22/2000,273.5,463,958,605
12/25/2000,273.5,463,958,605
12/26/2000,273.5,467,958,605
12/27/2000,274.85,460.5,970,613
12/28/2000,273.25,459.5,956,619
12/29/2000,272.95,459.5,954,611
1/1/2001,272.95,459.5,954,611
1/2/2001,270.6,458,965,608
1/3/2001,267.5,452.5,987,618
1/4/2001,267.7,454.5,991,632
1/5/2001,268.2,458,977,618
1/8/2001,268.25,458.5,1030,625
1/9/2001,267.4,456,1038,632
1/10/2001,266.3,456,1063,636
1/11/2001,263.9,458,1055,637
1/12/2001,264.3,465,1055,633
1/15/2001,263.6,465,1050,639.5
1/16/2001,264.5,469.5,1049,632
1/17/2001,263.6,476,1020,626
1/18/2001,264.65,478.5,1032,613
1/19/2001,264.6,481,1068,620
1/22/2001,265.9,476,1080,622
1/23/2001,266.2,481.5,1065.8,618.22
1/24/2001,264.7,478,1064,611
1/25/2001,264.7,482.5,1060,610
1/26/2001,263.8,483,1090,615
1/29/2001,263,483,1075,608
1/30/2001,266.2,486.5,1050,602
1/31/2001,265.2,482,1050,604
2/1/2001,267.4,479.5,1056,600
2/2/2001,267.15,480,1060,598.5
2/5/2001,265.7,472.5,1075,602
2/6/2001,263.25,468.5,1075,606
2/7/2001,263.15,465,1074,604
2/8/2001,263.05,460,1040,600
2/9/2001,260.15,455.5,1015,597
2/12/2001,261.45,458,975,593
2/13/2001,261.05,458,975,592
2/14/2001,260.65,457,975,595
2/15/2001,258.45,454,975,595
2/16/2001,258.25,451.5,980,600
2/19/2001,259.55,451.5,974,602
2/20/2001,257.25,449.5,968,605
2/21/2001,256.7,444,935,606
2/22/2001,260.6,446,893,600
2/23/2001,260.4,445,851,600
2/26/2001,263.25,447,853,604
2/27/2001,268.4,446.5,844,609
2/28/2001,266.2,452,839,610
3/1/2001,266,444,792,604
3/2/2001,262.9,445.5,770,591
3/5/2001,262.8,445,756,576
3/6/2001,260.8,444,770,583
3/7/2001,261.3,444.5,775,588
3/8/2001,264.55,449.5,810,600
3/9/2001,270.55,452,815,600
3/12/2001,272.25,443.5,785,593
3/13/2001,268.75,445.5,788,588
3/14/2001,263.75,444,795,592
3/15/2001,261.65,441.5,800,590
3/16/2001,260.2,430,803,586
3/19/2001,261.55,431.5,805,583
3/20/2001,262,434,787,580
3/21/2001,261.95,435.5,779,583
3/22/2001,262.2,431,774,578
3/23/2001,262.35,437,770,575
3/26/2001,262.95,438.5,771,577
3/27/2001,262.11,436.5,768,579
3/28/2001,260.65,438.5,754,577
3/29/2001,260.65,434.5,742,567
3/30/2001,258.85,432,738,563
4/2/2001,256,429,725,555
4/3/2001,257.25,435.5,710,576
4/4/2001,258.4,433.5,697,582
4/5/2001,258.3,436,685,572
4/6/2001,259.5,437.5,683,570
4/9/2001,258.65,434,682,580
4/10/2001,257.05,434.5,677,577
4/11/2001,258.55,439,663,588
4/12/2001,260.05,438.5,650,596
4/13/2001,260.05,438.5,650,596
4/16/2001,260.05,446.5,650,596
4/17/2001,260.85,440,735,625
4/18/2001,260.95,438.5,745,628
4/19/2001,262.95,444.5,710,618
4/20/2001,264.45,446.5,692,620
4/23/2001,262.85,442.5,692,612
4/24/2001,263.45,448,710,608
4/25/2001,263.55,444.5,710,606
4/26/2001,263.65,441.5,705,597
4/27/2001,264.55,439,685,596
4/30/2001,263.85,436,682,594
5/1/2001,263.95,437.5,675,598
5/2/2001,264.85,440,670,603
5/3/2001,266.6,437.5,670,612
5/4/2001,266.4,433.5,673,612
5/7/2001,266.4,434,673,612
5/8/2001,265.35,433,670,603
5/9/2001,267.95,439.5,665,608
5/10/2001,269.15,434.5,655,605
5/11/2001,269.15,434.5,652,606
5/14/2001,268.35,437,630,605
5/15/2001,267.35,433,638,606
5/16/2001,271.15,438.5,638,612
5/17/2001,273.2,445,640,610
5/18/2001,273.15,449,655,613
5/21/2001,284.38,457,655,616
5/22/2001,282.85,454.5,647,614
5/23/2001,282.85,458,643,612
5/24/2001,278.7,459,647,617
5/25/2001,277.5,458.5,660,616
5/28/2001,277.5,458.5,660,616
5/29/2001,274.55,453.5,663,622
5/30/2001,267.25,448,653,614
5/31/2001,267.25,444,653,614
6/1/2001,267.25,445.5,645,607.14
6/4/2001,266.55,436.5,638,593
6/5/2001,265.75,437.5,629,585
6/6/2001,266.05,434.5,630,585
6/7/2001,266.3,435,620,589
6/8/2001,267.25,434.5,616,592
6/11/2001,267.6,434,614,584
6/12/2001,269.6,437.5,600,580
6/13/2001,271.4,439,598,577
6/14/2001,273.4,445,601.5,577
6/15/2001,271.6,442,607,583
6/18/2001,272.4,441.5,608,578
6/19/2001,274.45,444,612,579
6/20/2001,271.55,434.5,620,582
6/21/2001,272.1,433,620,580
6/22/2001,274.5,435,613,574
6/25/2001,273.9,432.5,611.5,574
6/26/2001,274.45,434,608,569
6/27/2001,275.1,432,608,567
6/28/2001,269,434,595,561
6/29/2001,271.2,432,602,558
7/2/2001,269.4,429.5,598,560
7/3/2001,268.4,427,588,556
7/4/2001,267.75,427,587,559
7/5/2001,267.4,424,585,555
7/6/2001,267.2,425,573,551
7/9/2001,266.2,424,570,556
7/10/2001,267.4,426.5,563,554
7/11/2001,268,427,563,557.5
7/12/2001,266.35,427,563,558
7/13/2001,266.85,427,559,560
7/16/2001,267.7,422,543,554
7/17/2001,267.95,424,527,546
7/18/2001,270,428,512,520
7/19/2001,269.2,423,512,515
7/20/2001,269.45,424,483,504
7/23/2001,269.1,428,477,498
7/24/2001,268.75,426,462,493
7/25/2001,268.6,424.5,462,507
7/26/2001,267.15,426,460,506
7/27/2001,265.95,424,455,503
7/30/2001,266.15,424,440,490
7/31/2001,265.95,424,457,476
8/1/2001,267.2,425,466,472
8/2/2001,267.75,425,475,480
8/3/2001,268.75,424,482,482
8/6/2001,267.4,422,473,470
8/7/2001,266.45,419,438,446
8/8/2001,266.8,417,441,440
8/9/2001,270.7,418,448,434
8/10/2001,276,421,468,448
8/13/2001,274.55,416.5,468,451
8/14/2001,275.45,422,455,440
8/15/2001,275.2,416,443,431
8/16/2001,275.75,419,443,431
8/17/2001,277.8,425,448,442
8/20/2001,276.5,417,445,440
8/21/2001,276.45,422,447,445
8/22/2001,275.6,422,449,447
8/23/2001,275.45,424.5,440,458
8/24/2001,272.35,419,444,458
8/27/2001,272.35,420.5,444,458
8/28/2001,272.2,422.5,464,463
8/29/2001,273.8,422,464,463
8/30/2001,273.25,418.5,445,444
8/31/2001,273.1,419,453,446
9/3/2001,273.65,419,457,442
9/4/2001,272.35,417,455,443
9/5/2001,272,418,457,444
9/6/2001,272.5,418.5,455,440
9/7/2001,274.3,417.5,456,446
9/10/2001,271.8,418,460,443
9/11/2001,288.45,418,455,443
9/12/2001,280.5,423,465,453
9/13/2001,280.25,423.5,450,455
9/14/2001,287,428.5,463,474
9/17/2001,289.5,431.5,465,477
9/18/2001,287.5,443,466,486
9/19/2001,290.25,471,465,493
9/20/2001,288.75,452.5,457,493
9/21/2001,290.13,461.5,450,492
9/24/2001,288.35,457,432,474
9/25/2001,289.45,456.5,420,447
9/26/2001,292.55,459.5,400,442
9/27/2001,290.85,464.5,378,442
9/28/2001,293.25,464,360,429
10/1/2001,291.5,468.5,325,421
10/2/2001,290.5,465,320,415
10/3/2001,291,463.5,349,435
10/4/2001,290.75,468,341,434
10/5/2001,291.05,467.5,348,442
10/8/2001,291.45,468,348,435
10/9/2001,289.25,459,345,427
10/10/2001,285.9,447.5,345,426
10/11/2001,281.25,441,348,432
10/12/2001,282.55,446.5,350,438
10/15/2001,282.25,440.5,360,462
10/16/2001,282.35,437.5,354.5,457
10/17/2001,282.2,440,330,436
10/18/2001,279.5,427,327,435
10/19/2001,278.9,429,322,433
